<pre>Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
007_3_251980590_atp8	0.206	No mitochondrial presequence	27(MPP)	0.148	89-93	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
008_3_251980590_atp8	0.034	No mitochondrial presequence	62(MPP)	0.145		1-13-low	-	-	-	-	-	-	-	-	-	-	22-27	-	-	-	
009_3_251980590_atp8	0.048	No mitochondrial presequence	29(MPP)	0.103	57-61,95-99	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
010_3_251980590_atp8	0.646	Possessing mitochondrial presequence	25(MPP)	0.200	22-26,25-29,28-32,84-88,89-93	20-29-high	-	-	-	-	25-30	-	-	-	-	-	-	-	-	-	
011_3_251980590_atp8	0.056	No mitochondrial presequence	78(MPP)	0.128	9-13,75-79,80-84	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
012_3_251980590_atp8	0.175	No mitochondrial presequence	50(MPP)	0.160	1-5,18-22	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
013_3_251980590_atp8	0.070	No mitochondrial presequence	34(MPP)	0.235	2-6,31-35,79-83,84-88	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
014_3_251980590_atp8	0.168	No mitochondrial presequence	46(MPP)	0.152	1-5,31-35	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
015_3_251980590_atp8	0.160	No mitochondrial presequence	47(MPP)	0.170	68-72	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
016_3_251980590_atp8	0.229	No mitochondrial presequence	17(MPP)	0.235	6-10	19-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
017_3_251980590_atp8	0.379	No mitochondrial presequence	24(MPP)	0.125	47-51,73-77	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
018_3_251980590_atp8	0.200	No mitochondrial presequence	15(MPP)	0.133	17-21	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
019_3_251980590_atp8	0.030	No mitochondrial presequence	17(MPP)	0.294	76-80,81-85	18-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
020_3_251980590_atp8	0.056	No mitochondrial presequence	79(MPP)	0.127	76-80,81-85	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
021_3_251980590_atp8	0.036	No mitochondrial presequence	16(MPP)	0.250		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
022_3_251980590_atp8	0.319	No mitochondrial presequence	31(MPP)	0.065	11-15,93-97	3-15-high	-	-	-	-	-	-	-	-	-	2-7	-	-	-	-	
023_3_251980590_atp8	0.005	No mitochondrial presequence	33(MPP)	0.061		16-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
024_3_251980590_atp8	0.082	No mitochondrial presequence	13(MPP)	0.231	63-67,72-76	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
025_3_251980590_atp8	0.175	No mitochondrial presequence	33(MPP)	0.242	6-10,12-16,45-49,60-64	20-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
026_3_251980590_atp8	0.026	No mitochondrial presequence	82(MPP), 83(Icp55)	0.134	44-48,65-69,69-73	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
027_3_251980590_atp8	0.035	No mitochondrial presequence	51(MPP)	0.098	49-53,73-77,87-91	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
028_3_251980590_atp8	0.098	No mitochondrial presequence	21(MPP)	0.333	82-86,87-91	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
029_3_251980590_atp8	0.071	No mitochondrial presequence	10(MPP)	0.200	83-87	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
030_3_251980590_atp8	0.105	No mitochondrial presequence	40(MPP), 41(Icp55)	0.100	22-26,84-88	11-20-low	-	-	-	-	22-27	-	-	-	-	-	-	-	-	-	
031_3_251980590_atp8	0.288	No mitochondrial presequence	65(MPP)	0.138	39-43	13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
032_3_251980590_atp8	0.083	No mitochondrial presequence	81(MPP), 82(Icp55)	0.086		5-14-low	-	-	-	-	-	5-10	-	-	-	4-9	-	-	-	-	
033_3_251980590_atp8	0.213	No mitochondrial presequence	20(MPP)	0.100	1-5,24-28	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
034_3_251980590_atp8	0.037	No mitochondrial presequence	60(MPP)	0.167	25-29,57-61,96-100	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
035_3_251980590_atp8	0.060	No mitochondrial presequence	58(MPP)	0.086	20-24,23-27,37-41	19-28-high	-	-	-	-	-	-	-	-	-	-	-	19-24	-	-	
036_3_251980590_atp8	0.082	No mitochondrial presequence	27(MPP)	0.148	18-22,38-42	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
037_3_251980590_atp8	0.145	No mitochondrial presequence	50(MPP)	0.120	55-59,75-79,81-85	13-22-high	20-25	4-9	-	-	-	-	-	-	-	-	-	-	-	-	
038_3_251980590_atp8	0.350	No mitochondrial presequence	62(MPP)	0.161	59-63	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
039_3_251980590_atp8	0.249	No mitochondrial presequence	40(MPP), 41(Icp55)	0.150	94-98	12-23-high	-	-	-	-	-	-	-	-	-	-	1-6	-	-	-	
040_3_251980590_atp8	0.160	No mitochondrial presequence	58(MPP)	0.103		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
041_3_251980590_atp8	0.109	No mitochondrial presequence	16(MPP), 24(Oct1)	0.312	80-84,85-89	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
042_3_251980590_atp8	0.139	No mitochondrial presequence	40(MPP)	0.225	38-42,76-80,81-85	10-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
043_3_251980590_atp8	0.012	No mitochondrial presequence	90(MPP)	0.133	33-37,36-40,87-91,92-96	1-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
044_3_251980590_atp8	0.008	No mitochondrial presequence	37(MPP)	0.108	49-53	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
045_3_251980590_atp8	0.172	No mitochondrial presequence	74(MPP), 75(Icp55)	0.108	71-75,75-79,82-86	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
046_3_251980590_atp8	0.325	No mitochondrial presequence	13(MPP)	0.154		1-10-low	-	-	-	-	-	-	-	-	9-14	-	-	-	-	-	
047_3_251980590_atp8	0.054	No mitochondrial presequence	65(MPP)	0.154		8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
048_3_251980590_atp8	0.011	No mitochondrial presequence	22(MPP), 23(Icp55)	0.045		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
049_3_251980590_atp8	0.086	No mitochondrial presequence	41(MPP)	0.244	1-5,77-81,82-86	1-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
050_3_251980590_atp8	0.045	No mitochondrial presequence	10(MPP)	0.000	31-35,36-40,39-43,49-53,69-73	1-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
051_3_251980590_atp8	0.173	No mitochondrial presequence	62(MPP)	0.097	2-6,54-58,93-97	2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
052_3_251980590_atp8	0.058	No mitochondrial presequence	34(MPP)	0.000		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
053_3_251980590_atp8	0.031	No mitochondrial presequence	24(MPP)	0.000	59-63	12-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
054_3_251980590_atp8	0.146	No mitochondrial presequence	81(MPP)	0.123	33-37	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
055_3_251980590_atp8	0.089	No mitochondrial presequence	16(MPP)	0.188	5-9,82-86,87-91	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
056_3_251980590_atp8	0.107	No mitochondrial presequence	31(MPP)	0.258	15-19,20-24,75-79,80-84	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
057_3_251980590_atp8	0.023	No mitochondrial presequence	12(MPP)	0.083	41-45,51-55	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
058_3_251980590_atp8	0.014	No mitochondrial presequence	63(MPP)	0.063	54-58,60-64	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
059_3_251980590_atp8	0.210	No mitochondrial presequence	19(MPP)	0.158	8-12,83-87,88-92	19-28-high	-	-	-	-	-	-	22-27	-	-	-	-	-	-	-	
060_3_251980590_atp8	0.034	No mitochondrial presequence	37(MPP)	0.081	57-61	8-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
061_3_251980590_atp8	0.023	No mitochondrial presequence	86(MPP)	0.105	50-54	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
062_3_251980590_atp8	0.207	No mitochondrial presequence	28(MPP)	0.214		17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
063_3_251980590_atp8	0.256	No mitochondrial presequence	31(MPP)	0.194	6-10,18-22,62-66	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
064_3_251980590_atp8	0.046	No mitochondrial presequence	73(MPP)	0.055		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
065_3_251980590_atp8	0.051	No mitochondrial presequence	29(MPP)	0.069	90-94	13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
066_3_251980590_atp8	0.847	Possessing mitochondrial presequence	19(MPP)	0.368	37-41,76-80,81-85	2-14-high	-	-	-	-	-	-	-	-	-	1-6	13-18	-	-	-	
067_3_251980590_atp8	0.005	No mitochondrial presequence	90(MPP)	0.111	33-37,39-43,87-91,92-96	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
068_3_251980590_atp8	0.008	No mitochondrial presequence	10(MPP)	0.400	43-47	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
069_3_251980590_atp8	0.022	No mitochondrial presequence	26(MPP)	0.231	84-88,89-93	1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
070_3_251980590_atp8	0.025	No mitochondrial presequence	36(MPP)	0.167		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
071_3_251980590_atp8	0.690	Possessing mitochondrial presequence	15(MPP)	0.467	4-8,29-33,49-53,87-91,92-96	3-15-high	-	-	-	-	-	-	-	-	2-7	-	1-6	-	-	-	
072_3_251980590_atp8	0.090	No mitochondrial presequence	35(MPP)	0.171		20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
073_3_251980590_atp8	0.147	No mitochondrial presequence	22(MPP)	0.273	15-19,19-23	1-10-high	-	-	-	-	15-20	-	-	-	-	-	-	-	-	-	
074_3_251980590_atp8	0.016	No mitochondrial presequence	23(MPP)	0.043		5-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
075_3_251980590_atp8	0.017	No mitochondrial presequence	34(MPP)	0.029	64-68	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
076_3_251980590_atp8	0.037	No mitochondrial presequence	53(MPP)	0.189	20-24,25-29,41-45,89-93,94-98	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
077_3_251980590_atp8	0.021	No mitochondrial presequence	48(MPP)	0.125	42-46	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
078_3_251980590_atp8	0.001	No mitochondrial presequence	41(MPP), 42(Icp55)	0.049	39-43,47-51,66-70	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
079_3_251980590_atp8	0.108	No mitochondrial presequence	11(MPP)	0.182	85-89,90-94	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
080_3_251980590_atp8	0.086	No mitochondrial presequence	11(MPP)	0.182	5-9,40-44,72-76,76-80	5-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
081_3_251980590_atp8	0.053	No mitochondrial presequence	29(MPP)	0.069	9-13,26-30,36-40,40-44	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
082_3_251980590_atp8	0.019	No mitochondrial presequence	46(MPP)	0.000		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
083_3_251980590_atp8	0.041	No mitochondrial presequence	15(MPP)	0.000		12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
084_3_251980590_atp8	0.006	No mitochondrial presequence	19(MPP)	0.158		2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
085_3_251980590_atp8	0.012	No mitochondrial presequence	25(MPP)	0.120	18-22,45-49,84-88,89-93	17-26-high	-	-	-	-	18-23	-	-	-	-	-	-	-	-	-	
086_3_251980590_atp8	0.057	No mitochondrial presequence	53(MPP)	0.151	14-18	12-21-high	-	-	-	-	14-19	-	-	-	-	-	-	-	-	-	
087_3_251980590_atp8	0.070	No mitochondrial presequence	29(MPP)	0.138	1-5	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
088_3_251980590_atp8	0.291	No mitochondrial presequence	33(MPP)	0.182	3-7	2-11-high	-	-	-	-	3-8	-	-	-	-	-	-	-	-	-	
089_3_251980590_atp8	0.039	No mitochondrial presequence	27(MPP)	0.074	33-37,42-46	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
090_3_251980590_atp8	0.115	No mitochondrial presequence	48(MPP)	0.104	45-49	2-11-low	-	-	-	1-6	-	-	-	-	-	-	-	-	-	-	
091_3_251980590_atp8	0.017	No mitochondrial presequence	33(MPP)	0.121	83-87,88-92	11-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
092_3_251980590_atp8	0.106	No mitochondrial presequence	36(MPP)	0.139	70-74	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
093_3_251980590_atp8	0.048	No mitochondrial presequence	40(MPP)	0.125		1-11-low	-	-	-	-	-	-	-	-	13-18	-	-	-	-	-	
094_3_251980590_atp8	0.387	Possessing mitochondrial presequence	24(MPP)	0.167	4-8,9-13,48-52	11-20-high	-	-	-	-	9-14	-	-	-	2-7	-	1-6	-	-	-	
095_3_251980590_atp8	0.038	No mitochondrial presequence	50(MPP)	0.160	32-36,47-51	11-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
096_3_251980590_atp8	0.132	No mitochondrial presequence	17(MPP)	0.235	20-24,89-93,93-97	12-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
097_3_251980590_atp8	0.026	No mitochondrial presequence	60(MPP)	0.117	36-40,52-56	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
098_3_251980590_atp8	0.031	No mitochondrial presequence	56(MPP), 57(Icp55)	0.089		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
099_3_251980590_atp8	0.029	No mitochondrial presequence	10(MPP)	0.200	7-11,55-59	6-15-high	-	-	-	-	7-12	-	-	-	-	-	-	-	-	-	
100_3_251980590_atp8	0.656	Possessing mitochondrial presequence	52(MPP)	0.192	42-46,88-92,93-97	10-19-high	-	-	-	-	-	13-18	-	-	-	-	-	-	-	12-17	
101_3_251980590_atp8	0.181	No mitochondrial presequence	25(MPP), 26(Icp55)	0.160	40-44,47-51,85-89,90-94	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
102_3_251980590_atp8	0.135	No mitochondrial presequence	13(MPP)	0.154	80-84	16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
103_3_251980590_atp8	0.113	No mitochondrial presequence	28(MPP)	0.250		19-29-high	-	-	-	-	-	-	25-30	-	-	-	-	-	-	-	
104_3_251980590_atp8	0.066	No mitochondrial presequence	33(MPP)	0.152	91-95,96-100	17-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
105_3_251980590_atp8	0.089	No mitochondrial presequence	52(MPP)	0.096		19-28-high	-	23-28	-	-	-	21-26	-	-	-	20-25	-	-	-	-	
106_3_251980590_atp8	0.169	No mitochondrial presequence	16(MPP)	0.000	18-22	4-13-high	-	-	-	-	-	-	-	-	-	-	-	17-22	-	-	
107_3_251980590_atp8	0.624	Possessing mitochondrial presequence	29(MPP)	0.103	10-14,17-21,21-25,51-55	12-21-high	-	-	-	-	-	-	-	-	-	-	-	9-14	10-15	-	
108_3_251980590_atp8	0.126	No mitochondrial presequence	50(MPP)	0.140		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
109_3_251980590_atp8	0.023	No mitochondrial presequence	87(MPP)	0.115	30-34	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
110_3_251980590_atp8	0.004	No mitochondrial presequence	54(MPP)	0.093	51-55,63-67,73-77,95-99	12-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
111_3_251980590_atp8	0.014	No mitochondrial presequence	20(MPP)	0.150	35-39,92-96	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
112_3_251980590_atp8	0.081	No mitochondrial presequence	22(MPP)	0.136	30-34,77-81,82-86	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
113_3_251980590_atp8	0.459	Possessing mitochondrial presequence	40(MPP)	0.250	9-13,76-80,81-85	21-30-high	-	-	-	-	9-14	-	20-25	25-30	-	19-24,24-29	-	-	-	-	
114_3_251980590_atp8	0.046	No mitochondrial presequence	85(MPP)	0.106	14-18,17-21,82-86,87-91	17-26-high	-	-	-	-	-	-	-	-	12-17	-	-	-	-	-	
115_3_251980590_atp8	0.044	No mitochondrial presequence	7(MPP)	0.429	16-20,72-76,76-80	13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
116_3_251980590_atp8	0.007	No mitochondrial presequence	73(MPP)	0.096	59-63,87-91	1-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
117_3_251980590_atp8	0.117	No mitochondrial presequence	9(MPP)	0.222	21-25,61-65,77-81	20-29-high	-	-	-	-	-	11-16	-	-	-	-	-	-	-	10-15	
118_3_251980590_atp8	0.058	No mitochondrial presequence	9(MPP)	0.111	73-77,79-83	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
119_3_251980590_atp8	0.098	No mitochondrial presequence	21(MPP)	0.095	14-18	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	14-19	-	
120_3_251980590_atp8	0.328	No mitochondrial presequence	20(MPP)	0.050	1-5,81-85	5-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
121_3_251980590_atp8	0.041	No mitochondrial presequence	33(MPP)	0.061	69-73	1-10-low	-	-	-	-	-	-	-	-	-	-	8-13	-	-	-	
122_3_251980590_atp8	0.026	No mitochondrial presequence	67(MPP), 68(Icp55)	0.090	48-52	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
123_3_251980590_atp8	0.032	No mitochondrial presequence	30(MPP)	0.100	19-23,43-47,86-90,91-95	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
124_3_251980590_atp8	0.117	No mitochondrial presequence	38(MPP), 39(Icp55)	0.211	81-85,86-90	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
125_3_251980590_atp8	0.081	No mitochondrial presequence	69(MPP)	0.159	13-17	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
126_3_251980590_atp8	0.029	No mitochondrial presequence	34(MPP)	0.147	40-44,65-69	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
127_3_251980590_atp8	0.095	No mitochondrial presequence	35(MPP)	0.143	32-36,95-99	1-10-high	-	12-17	-	-	-	-	-	-	-	-	-	-	-	-	
128_3_251980590_atp8	0.031	No mitochondrial presequence	8(MPP)	0.125	78-82	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
129_3_251980590_atp8	0.082	No mitochondrial presequence	61(MPP)	0.098	36-40	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
130_3_251980590_atp8	0.011	No mitochondrial presequence	31(MPP)	0.161		18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
131_3_251980590_atp8	0.046	No mitochondrial presequence	10(MPP)	0.000	7-11,12-16	6-15-high	-	-	-	-	-	-	-	-	10-15	-	-	-	-	-	
132_3_251980590_atp8	0.059	No mitochondrial presequence	59(MPP), 60(Icp55)	0.068	3-7,56-60	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	3-8	-	
133_3_251980590_atp8	0.005	No mitochondrial presequence	19(MPP)	0.263	90-94,94-98	3-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
134_3_251980590_atp8	0.059	No mitochondrial presequence	52(MPP)	0.173	46-50,49-53,88-92,93-97	21-30-high	-	-	-	-	-	-	-	-	-	-	25-30	-	-	-	
135_3_251980590_atp8	0.071	No mitochondrial presequence	53(MPP)	0.151		4-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
136_3_251980590_atp8	0.016	No mitochondrial presequence	49(MPP)	0.143	27-31,46-50	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
137_3_251980590_atp8	0.014	No mitochondrial presequence	49(MPP)	0.143	29-33,34-38	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
138_3_251980590_atp8	0.058	No mitochondrial presequence	10(MPP)	0.300	1-5,44-48,54-58,93-97	13-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
139_3_251980590_atp8	0.370	No mitochondrial presequence	92(MPP)	0.109	1-5,89-93,94-98	1-10-high	-	-	-	-	-	-	-	-	6-11	-	5-10	-	-	-	
140_3_251980590_atp8	0.026	No mitochondrial presequence	69(MPP)	0.130	27-31,33-37,50-54	2-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
141_3_251980590_atp8	0.050	No mitochondrial presequence	84(MPP)	0.119	11-15,81-85,86-90	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
142_3_251980590_atp8	0.014	No mitochondrial presequence	11(MPP)	0.091		19-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
143_3_251980590_atp8	0.112	No mitochondrial presequence	45(MPP)	0.156		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
144_3_251980590_atp8	0.004	No mitochondrial presequence	9(MPP)	0.000		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
145_3_251980590_atp8	0.676	Possessing mitochondrial presequence	22(MPP)	0.227	40-44,79-83,84-88	16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
146_3_251980590_atp8	0.017	No mitochondrial presequence	10(MPP)	0.300	48-52,60-64	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
147_3_251980590_atp8	0.029	No mitochondrial presequence	15(MPP)	0.000		17-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
148_3_251980590_atp8	0.096	No mitochondrial presequence	71(MPP)	0.099	32-36,62-66,96-100	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
149_3_251980590_atp8	0.010	No mitochondrial presequence	29(MPP)	0.276	52-56	20-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
150_3_251980590_atp8	0.021	No mitochondrial presequence	57(MPP), 58(Icp55)	0.175	67-71,72-76	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
151_3_251980590_atp8	0.045	No mitochondrial presequence	30(MPP)	0.233	81-85,86-90	13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
152_3_251980590_atp8	0.048	No mitochondrial presequence	75(MPP)	0.027		19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
153_3_251980590_atp8	0.073	No mitochondrial presequence	80(MPP)	0.113	77-81,82-86	13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
154_3_251980590_atp8	0.038	No mitochondrial presequence	85(MPP)	0.094	10-14,60-64,92-96	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
155_3_251980590_atp8	0.056	No mitochondrial presequence	76(MPP)	0.092		2-11-high	-	20-25	-	-	-	-	-	-	-	-	-	-	-	-	
156_3_251980590_atp8	0.293	No mitochondrial presequence	35(MPP), 36(Icp55)	0.171	27-31,62-66	10-19-low	-	-	-	-	-	-	-	4-9	-	-	-	-	-	-	
157_3_251980590_atp8	0.057	No mitochondrial presequence	61(MPP)	0.164	96-100	15-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
158_3_251980590_atp8	0.007	No mitochondrial presequence	16(MPP)	0.125		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
159_3_251980590_atp8	0.041	No mitochondrial presequence	32(MPP)	0.125	30-34,47-51	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
160_3_251980590_atp8	0.022	No mitochondrial presequence	39(MPP)	0.128	5-9	1-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
161_3_251980590_atp8	0.012	No mitochondrial presequence	15(MPP)	-0.200	40-44	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
162_3_251980590_atp8	0.017	No mitochondrial presequence	69(MPP)	0.130	52-56,56-60,66-70	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
163_3_251980590_atp8	0.041	No mitochondrial presequence	24(MPP)	0.083	45-49	7-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
164_3_251980590_atp8	0.114	No mitochondrial presequence	40(MPP)	0.125	95-99	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
165_3_251980590_atp8	0.265	No mitochondrial presequence	44(MPP)	0.114	18-22,41-45	13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
166_3_251980590_atp8	0.011	No mitochondrial presequence	54(MPP)	0.148	31-35,42-46	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
167_3_251980590_atp8	0.085	No mitochondrial presequence	52(MPP)	0.115	1-5,49-53,55-59,61-65	1-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
168_3_251980590_atp8	0.135	No mitochondrial presequence	12(MPP)	0.333	93-97	4-13-high	-	-	-	-	-	-	-	-	-	-	23-28	-	-	-	
169_3_251980590_atp8	0.503	Possessing mitochondrial presequence	28(MPP)	0.214	41-45,79-83,84-88	3-12-low	-	-	-	-	-	-	-	-	-	18-23	-	-	-	-	
170_3_251980590_atp8	0.292	No mitochondrial presequence	9(MPP)	0.444	13-17	5-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
171_3_251980590_atp8	0.297	No mitochondrial presequence	11(MPP)	0.182	16-20,30-34,42-46,92-96	12-21-high	-	-	-	-	16-21	-	-	-	-	-	-	-	-	-	
172_3_251980590_atp8	0.197	No mitochondrial presequence	6(MPP)	0.167	91-95,96-100	13-22-high	-	-	-	-	-	-	-	-	-	11-16	-	-	-	-	
173_3_251980590_atp8	0.080	No mitochondrial presequence	69(MPP)	0.116	19-23,81-85,88-92	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
174_3_251980590_atp8	0.090	No mitochondrial presequence	16(MPP)	0.188		15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
