<pre>Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
195_2_1071527489_atp9	0.160	No mitochondrial presequence	15(MPP)	0.133	6-10,9-13,81-85	2-11-high	-	-	-	-	6-11,9-14	-	-	-	-	-	-	-	-	-	
196_2_1071527489_atp9	0.004	No mitochondrial presequence	18(MPP)	0.111	38-42	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
197_2_1071527489_atp9	0.081	No mitochondrial presequence	43(MPP)	0.070	40-44,86-90	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
198_2_1071527489_atp9	0.022	No mitochondrial presequence	89(MPP)	-0.011	1-5,86-90,95-99	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
199_2_1071527489_atp9	0.008	No mitochondrial presequence	35(MPP)	-0.029	63-67	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
200_2_1071527489_atp9	0.041	No mitochondrial presequence	52(MPP)	0.096	32-36,44-48,59-63	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
001_3_3811744417_atp9	0.049	No mitochondrial presequence	48(MPP)	0.083	45-49,89-93	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
002_3_3811744417_atp9	0.161	No mitochondrial presequence	51(MPP)	0.078	38-42,61-65,70-74	9-18-low	-	23-28	-	-	-	-	-	-	-	-	-	-	-	-	
003_3_3811744417_atp9	0.175	No mitochondrial presequence	50(MPP)	0.180	20-24,24-28,34-38,57-61	12-24-high	-	-	-	-	-	12-17	-	-	-	-	-	-	-	-	
004_3_3811744417_atp9	0.123	No mitochondrial presequence	32(MPP)	0.156	56-60	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
005_3_3811744417_atp9	0.067	No mitochondrial presequence	44(MPP), 45(Icp55)	0.114	5-9,42-46	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
006_3_3811744417_atp9	0.025	No mitochondrial presequence	71(MPP)	0.085	82-86	17-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
007_3_3811744417_atp9	0.187	No mitochondrial presequence	35(MPP)	0.343	71-75	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
008_3_3811744417_atp9	0.465	Possessing mitochondrial presequence	43(MPP)	0.140	51-55,92-96	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
009_3_3811744417_atp9	0.170	No mitochondrial presequence	26(MPP)	0.231	14-18,53-57	12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
010_3_3811744417_atp9	0.708	Possessing mitochondrial presequence	6(MPP)	0.333	3-7,21-25,39-43	2-11-high	-	-	-	-	21-26	-	6-11	-	-	-	-	-	-	-	
011_3_3811744417_atp9	0.023	No mitochondrial presequence	12(MPP)	0.083	32-36,68-72,95-99	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
012_3_3811744417_atp9	0.692	Possessing mitochondrial presequence	40(MPP), 41(Icp55)	0.125	80-84	2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
013_3_3811744417_atp9	0.003	No mitochondrial presequence	45(MPP)	0.222	52-56	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
014_3_3811744417_atp9	0.023	No mitochondrial presequence	49(MPP)	0.082	31-35,84-88	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
015_3_3811744417_atp9	0.010	No mitochondrial presequence	36(MPP)	0.222	81-85	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
016_3_3811744417_atp9	0.149	No mitochondrial presequence	71(MPP)	0.113	5-9,16-20,88-92	5-20-high	-	-	-	-	-	-	-	9-14	-	8-13	-	-	-	-	
017_3_3811744417_atp9	0.089	No mitochondrial presequence	22(MPP)	0.136	23-27,41-45,63-67,87-91	20-29-high	-	-	-	-	23-28	-	-	-	-	-	-	-	-	-	
018_3_3811744417_atp9	0.031	No mitochondrial presequence	44(MPP)	0.091	17-21,30-34,77-81,93-97	10-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
019_3_3811744417_atp9	0.036	No mitochondrial presequence	77(MPP)	0.143		1-11-low	-	10-15	-	-	-	-	-	-	-	-	-	-	-	-	
020_3_3811744417_atp9	0.085	No mitochondrial presequence	19(MPP)	0.368	12-16,51-55,93-97	1-12-high	-	-	-	-	-	1-6	-	-	-	-	-	-	-	-	
021_3_3811744417_atp9	0.293	No mitochondrial presequence	64(MPP)	0.141	61-65,71-75	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
022_3_3811744417_atp9	0.048	No mitochondrial presequence	44(MPP)	0.045	86-90	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
023_3_3811744417_atp9	0.351	No mitochondrial presequence	13(MPP), 14(Icp55)	0.308	47-51	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
024_3_3811744417_atp9	0.014	No mitochondrial presequence	89(MPP)	0.079	72-76	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
025_3_3811744417_atp9	0.053	No mitochondrial presequence	42(MPP)	0.190	14-18	6-18-high	-	-	-	-	-	-	-	-	12-17	-	-	-	-	-	
026_3_3811744417_atp9	0.071	No mitochondrial presequence	15(MPP)	0.067	1-5	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
027_3_3811744417_atp9	0.010	No mitochondrial presequence	33(MPP)	0.091	27-31,30-34	18-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
028_3_3811744417_atp9	0.010	No mitochondrial presequence	70(MPP)	0.100	31-35	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
029_3_3811744417_atp9	0.284	No mitochondrial presequence	24(MPP), 32(Oct1)	0.208	21-25,50-54	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
030_3_3811744417_atp9	0.195	No mitochondrial presequence	32(MPP), 33(Icp55)	0.281	7-11,88-92	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
031_3_3811744417_atp9	0.356	No mitochondrial presequence	43(MPP)	0.256	17-21,50-54	12-21-high	-	-	-	-	-	-	-	-	-	-	20-25	-	-	-	
032_3_3811744417_atp9	0.046	No mitochondrial presequence	61(MPP)	0.016	79-83,83-87	21-30-high	-	-	-	-	-	-	-	21-26	-	20-25	-	-	-	-	
033_3_3811744417_atp9	0.049	No mitochondrial presequence	56(MPP), 57(Icp55)	0.125	1-5,39-43,64-68,73-77	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
034_3_3811744417_atp9	0.071	No mitochondrial presequence	47(MPP)	0.191	8-12,54-58	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
035_3_3811744417_atp9	0.002	No mitochondrial presequence	8(MPP)	0.500	30-34,58-62,84-88	9-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
036_3_3811744417_atp9	0.148	No mitochondrial presequence	17(MPP)	0.059	54-58,90-94	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
037_3_3811744417_atp9	0.201	No mitochondrial presequence	45(MPP)	0.133	75-79	6-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
038_3_3811744417_atp9	0.044	No mitochondrial presequence	36(MPP), 37(Icp55)	0.139	30-34,81-85	6-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
039_3_3811744417_atp9	0.003	No mitochondrial presequence	90(MPP)	0.122	88-92	4-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
040_3_3811744417_atp9	0.025	No mitochondrial presequence	14(MPP)	0.071	62-66	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
041_3_3811744417_atp9	0.040	No mitochondrial presequence	79(MPP)	0.139	2-6,5-9,9-13,86-90	1-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
042_3_3811744417_atp9	0.812	Possessing mitochondrial presequence	55(MPP)	0.145	17-21,28-32,67-71	12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	17-22	-	
043_3_3811744417_atp9	0.013	No mitochondrial presequence	19(MPP)	0.158	57-61,67-71	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
044_3_3811744417_atp9	0.035	No mitochondrial presequence	80(MPP)	0.138	87-91	14-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
045_3_3811744417_atp9	0.024	No mitochondrial presequence	12(MPP)	0.083	15-19	7-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
046_3_3811744417_atp9	0.041	No mitochondrial presequence	46(MPP)	0.130	62-66,65-69,74-78	9-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
047_3_3811744417_atp9	0.038	No mitochondrial presequence	34(MPP)	0.029	27-31	2-11-low	-	-	-	-	-	-	-	-	25-30	-	-	-	-	-	
048_3_3811744417_atp9	0.028	No mitochondrial presequence	41(MPP)	0.171	39-43,58-62	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
049_3_3811744417_atp9	0.089	No mitochondrial presequence	35(MPP)	0.200	24-28,28-32,78-82	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
050_3_3811744417_atp9	0.170	No mitochondrial presequence	23(MPP)	0.174	62-66	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
051_3_3811744417_atp9	0.033	No mitochondrial presequence	41(MPP)	0.122	74-78	6-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
052_3_3811744417_atp9	0.106	No mitochondrial presequence	34(MPP)	0.206	26-30,65-69	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
053_3_3811744417_atp9	0.250	No mitochondrial presequence	12(MPP)	0.250	26-30,36-40	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
054_3_3811744417_atp9	0.394	Possessing mitochondrial presequence	52(MPP)	0.058	9-13	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
055_3_3811744417_atp9	0.070	No mitochondrial presequence	21(MPP)	0.095	76-80	16-25-high	-	-	-	-	-	-	-	-	-	-	15-20	-	-	-	
056_3_3811744417_atp9	0.004	No mitochondrial presequence	66(MPP)	0.152	60-64,73-77	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
057_3_3811744417_atp9	0.013	No mitochondrial presequence	20(MPP)	0.100	58-62,67-71	5-14-low	-	-	-	-	-	-	-	-	-	-	13-18	-	-	-	
058_3_3811744417_atp9	0.062	No mitochondrial presequence	29(MPP)	0.207		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
059_3_3811744417_atp9	0.141	No mitochondrial presequence	33(MPP), 34(Icp55)	0.121	17-21,30-34,89-93	16-25-high	-	-	-	-	-	-	-	-	15-20	-	-	-	-	-	
060_3_3811744417_atp9	0.080	No mitochondrial presequence	35(MPP)	0.143	57-61,71-75,76-80	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
061_3_3811744417_atp9	0.077	No mitochondrial presequence	90(MPP)	0.122	72-76,84-88,88-92	16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
062_3_3811744417_atp9	0.159	No mitochondrial presequence	33(MPP)	0.091	84-88,91-95	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
063_3_3811744417_atp9	0.145	No mitochondrial presequence	8(MPP)	0.250	73-77	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
064_3_3811744417_atp9	0.045	No mitochondrial presequence	10(MPP)	-0.100	4-8,53-57	11-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
065_3_3811744417_atp9	0.173	No mitochondrial presequence	26(MPP), 27(Icp55)	0.231	45-49,64-68	4-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
066_3_3811744417_atp9	0.120	No mitochondrial presequence	60(MPP)	0.117	75-79,93-97	6-15-low	-	-	-	-	-	-	-	-	-	-	17-22	-	-	-	
067_3_3811744417_atp9	0.326	No mitochondrial presequence	30(MPP)	0.200	1-5,85-89	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
068_3_3811744417_atp9	0.026	No mitochondrial presequence	41(MPP)	0.195	65-69	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
069_3_3811744417_atp9	0.273	No mitochondrial presequence	38(MPP), 39(Icp55)	0.184	17-21,76-80,86-90	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
070_3_3811744417_atp9	0.512	Possessing mitochondrial presequence	33(MPP)	0.182	77-81,94-98	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
071_3_3811744417_atp9	0.085	No mitochondrial presequence	70(MPP)	0.100	6-10	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
072_3_3811744417_atp9	0.027	No mitochondrial presequence	10(MPP)	0.200	60-64	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
073_3_3811744417_atp9	0.113	No mitochondrial presequence	14(MPP)	0.429	78-82	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
074_3_3811744417_atp9	0.156	No mitochondrial presequence	15(MPP)	0.267	56-60	21-30-high	-	-	-	-	-	-	12-17	-	-	-	-	-	-	11-16	
075_3_3811744417_atp9	0.152	No mitochondrial presequence	38(MPP)	0.211	93-97	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
076_3_3811744417_atp9	0.140	No mitochondrial presequence	48(MPP)	0.208	21-25,56-60,65-69,85-89	21-30-high	-	-	-	-	-	-	-	-	-	-	6-11	-	-	-	
077_3_3811744417_atp9	0.434	Possessing mitochondrial presequence	20(MPP)	0.100	84-88	3-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
078_3_3811744417_atp9	0.029	No mitochondrial presequence	12(MPP)	0.000	24-28,78-82	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
079_3_3811744417_atp9	0.045	No mitochondrial presequence	27(MPP)	0.074	66-70,91-95	2-12-high	-	-	-	-	-	-	-	-	1-6	-	-	-	-	-	
080_3_3811744417_atp9	0.067	No mitochondrial presequence	51(MPP)	0.098	48-52,84-88	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
081_3_3811744417_atp9	0.873	Possessing mitochondrial presequence	10(MPP)	0.400	54-58,71-75	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
082_3_3811744417_atp9	0.181	No mitochondrial presequence	8(MPP)	0.250	82-86	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
083_3_3811744417_atp9	0.028	No mitochondrial presequence	33(MPP)	0.212	30-34,49-53	1-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
084_3_3811744417_atp9	0.029	No mitochondrial presequence	29(MPP)	0.172		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
085_3_3811744417_atp9	0.108	No mitochondrial presequence	75(MPP)	0.107	85-89	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
086_3_3811744417_atp9	0.067	No mitochondrial presequence	54(MPP), 55(Icp55)	0.130		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
087_3_3811744417_atp9	0.684	Possessing mitochondrial presequence	70(MPP)	0.129	26-30,77-81	13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
088_3_3811744417_atp9	0.439	Possessing mitochondrial presequence	6(MPP)	0.167	89-93	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
089_3_3811744417_atp9	0.004	No mitochondrial presequence	25(MPP)	0.080	33-37,49-53,84-88	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
090_3_3811744417_atp9	0.149	No mitochondrial presequence	55(MPP)	0.164	62-66	2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
091_3_3811744417_atp9	0.180	No mitochondrial presequence	39(MPP)	0.231	46-50	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
092_3_3811744417_atp9	0.034	No mitochondrial presequence	71(MPP)	0.141	28-32,68-72,78-82	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
093_3_3811744417_atp9	0.018	No mitochondrial presequence	6(MPP)	0.500	15-19	16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
094_3_3811744417_atp9	0.011	No mitochondrial presequence	34(MPP)	0.206	63-67	19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
095_3_3811744417_atp9	0.195	No mitochondrial presequence	11(MPP)	0.273	2-6,55-59,64-68	19-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
096_3_3811744417_atp9	0.590	Possessing mitochondrial presequence	29(MPP)	0.241	91-95	17-26-high	-	-	-	23-28	-	-	-	-	-	-	-	-	-	-	
097_3_3811744417_atp9	0.383	No mitochondrial presequence	31(MPP)	0.161	32-36,68-72,87-91	11-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
098_3_3811744417_atp9	0.041	No mitochondrial presequence	49(MPP)	0.143	74-78,83-87	4-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
099_3_3811744417_atp9	0.058	No mitochondrial presequence	26(MPP)	0.154	54-58,86-90	9-18-high	-	-	-	-	-	-	-	-	-	2-7	-	-	-	-	
100_3_3811744417_atp9	0.042	No mitochondrial presequence	7(MPP)	-0.286	96-100	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
101_3_3811744417_atp9	0.043	No mitochondrial presequence	12(MPP)	0.167	61-65	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
102_3_3811744417_atp9	0.020	No mitochondrial presequence	44(MPP)	0.091	63-67	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
103_3_3811744417_atp9	0.031	No mitochondrial presequence	9(MPP)	0.333	19-23	7-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
104_3_3811744417_atp9	0.113	No mitochondrial presequence	14(MPP)	0.143		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
105_3_3811744417_atp9	0.086	No mitochondrial presequence	34(MPP)	0.029	6-10,32-36,91-95	2-11-high	-	-	-	-	-	-	-	-	-	-	-	5-10	-	-	
106_3_3811744417_atp9	0.054	No mitochondrial presequence	27(MPP)	0.037	24-28,33-37,86-90	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
107_3_3811744417_atp9	0.169	No mitochondrial presequence	35(MPP)	0.200	65-69	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
108_3_3811744417_atp9	0.031	No mitochondrial presequence	81(MPP)	0.123	8-12,88-92	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
109_3_3811744417_atp9	0.033	No mitochondrial presequence	39(MPP)	0.128	29-33,56-60,79-83,94-98	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
110_3_3811744417_atp9	0.032	No mitochondrial presequence	79(MPP)	0.114	73-77,76-80,86-90	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
111_3_3811744417_atp9	0.000	No mitochondrial presequence	36(MPP)	0.028	95-99	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
112_3_3811744417_atp9	0.030	No mitochondrial presequence	50(MPP)	0.080	88-92	1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
113_3_3811744417_atp9	0.079	No mitochondrial presequence	17(MPP)	0.235	55-59,70-74,96-100	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
114_3_3811744417_atp9	0.012	No mitochondrial presequence	21(MPP)	0.000		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
115_3_3811744417_atp9	0.688	Possessing mitochondrial presequence	30(MPP)	0.233	5-9,19-23,57-61	1-12-high	21-26	-	-	-	-	-	-	-	17-22	-	16-21	-	-	-	
116_3_3811744417_atp9	0.151	No mitochondrial presequence	36(MPP)	0.194	7-11,46-50,61-65	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
117_3_3811744417_atp9	0.120	No mitochondrial presequence	45(MPP)	0.200	10-14,52-56	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
118_3_3811744417_atp9	0.011	No mitochondrial presequence	12(MPP)	0.083	92-96	13-22-low	-	-	-	-	-	-	-	-	-	17-22	-	-	-	-	
119_3_3811744417_atp9	0.041	No mitochondrial presequence	77(MPP)	0.143	51-55,65-69,84-88	18-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
120_3_3811744417_atp9	0.088	No mitochondrial presequence	19(MPP)	0.158		13-22-low	-	-	-	-	-	-	16-21	-	-	-	-	-	-	-	
121_3_3811744417_atp9	0.018	No mitochondrial presequence	91(MPP)	0.121	30-34,39-43,89-93	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
122_3_3811744417_atp9	0.017	No mitochondrial presequence	49(MPP)	0.122	72-76	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
123_3_3811744417_atp9	0.051	No mitochondrial presequence	82(MPP)	0.085		15-25-low	-	-	-	-	-	-	4-9	-	-	3-8	-	-	-	-	
124_3_3811744417_atp9	0.002	No mitochondrial presequence	50(MPP)	0.060	91-95	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
125_3_3811744417_atp9	0.378	No mitochondrial presequence	41(MPP), 42(Icp55)	0.195	3-7,7-11,17-21,31-35,79-83,89-93	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
126_3_3811744417_atp9	0.014	No mitochondrial presequence	59(MPP)	0.034	61-65	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
127_3_3811744417_atp9	0.170	No mitochondrial presequence	27(MPP)	0.222	55-59,64-68	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
128_3_3811744417_atp9	0.015	No mitochondrial presequence	32(MPP)	0.219	29-33,53-57	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
129_3_3811744417_atp9	0.056	No mitochondrial presequence	17(MPP)	0.412	18-22,93-97	16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
130_3_3811744417_atp9	0.106	No mitochondrial presequence	80(MPP)	0.125	44-48,70-74,74-78,77-81	10-19-high	-	-	-	-	-	1-6	-	-	-	-	25-30	-	-	-	
131_3_3811744417_atp9	0.021	No mitochondrial presequence	48(MPP)	0.146	58-62	11-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
132_3_3811744417_atp9	0.039	No mitochondrial presequence	28(MPP)	0.000	59-63	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
133_3_3811744417_atp9	0.018	No mitochondrial presequence	16(MPP)	0.250	91-95	8-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
134_3_3811744417_atp9	0.024	No mitochondrial presequence	33(MPP)	0.121		1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
135_3_3811744417_atp9	0.102	No mitochondrial presequence	74(MPP)	0.122	81-85	20-29-low	-	-	-	-	-	-	-	25-30	-	-	-	-	-	-	
136_3_3811744417_atp9	0.108	No mitochondrial presequence	10(MPP)	0.100	92-96	19-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
137_3_3811744417_atp9	0.231	No mitochondrial presequence	50(MPP)	0.200	5-9,57-61	5-14-high	-	-	-	-	5-10	-	-	-	-	-	-	-	-	-	
138_3_3811744417_atp9	0.045	No mitochondrial presequence	66(MPP)	0.076	31-35,47-51	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
139_3_3811744417_atp9	0.077	No mitochondrial presequence	28(MPP)	0.107	28-32,48-52	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
140_3_3811744417_atp9	0.021	No mitochondrial presequence	29(MPP)	0.034	95-99	7-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
141_3_3811744417_atp9	0.129	No mitochondrial presequence	22(MPP)	0.045	8-12,13-17,31-35,86-90	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
142_3_3811744417_atp9	0.203	No mitochondrial presequence	36(MPP)	0.194	8-12,33-37,72-76	4-14-high	-	-	-	-	8-13	-	-	-	-	-	-	-	-	-	
143_3_3811744417_atp9	0.052	No mitochondrial presequence	51(MPP)	0.078	43-47	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
144_3_3811744417_atp9	0.065	No mitochondrial presequence	20(MPP)	0.150	78-82,93-97	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
145_3_3811744417_atp9	0.195	No mitochondrial presequence	18(MPP)	0.333	4-8,65-69	20-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
146_3_3811744417_atp9	0.006	No mitochondrial presequence	20(MPP)	0.200	22-26,96-100	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
147_3_3811744417_atp9	0.126	No mitochondrial presequence	26(MPP)	0.115	72-76	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
148_3_3811744417_atp9	0.208	No mitochondrial presequence	26(MPP)	0.154	46-50,68-72,79-83	6-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
149_3_3811744417_atp9	0.031	No mitochondrial presequence	82(MPP)	0.098	22-26,33-37,55-59	7-18-high	-	11-16	-	-	-	-	-	-	-	-	-	-	-	-	
150_3_3811744417_atp9	0.118	No mitochondrial presequence	29(MPP)	0.310	3-7,7-11,48-52	16-25-high	-	-	8-13	-	7-12	-	-	-	-	-	-	-	-	-	
151_3_3811744417_atp9	0.163	No mitochondrial presequence	86(MPP)	0.116	6-10,93-97	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
152_3_3811744417_atp9	0.027	No mitochondrial presequence	50(MPP)	0.140	56-60,87-91	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
153_3_3811744417_atp9	0.008	No mitochondrial presequence	69(MPP)	0.087	62-66	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
154_3_3811744417_atp9	0.048	No mitochondrial presequence	71(MPP)	0.127	78-82	11-20-low	-	-	-	-	-	-	-	4-9	-	-	-	-	-	3-8	
155_3_3811744417_atp9	0.008	No mitochondrial presequence	50(MPP)	0.040	66-70	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
156_3_3811744417_atp9	0.084	No mitochondrial presequence	61(MPP)	0.164	12-16,68-72	12-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
157_3_3811744417_atp9	0.088	No mitochondrial presequence	6(MPP)	0.333	78-82,93-97	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
158_3_3811744417_atp9	0.058	No mitochondrial presequence	13(MPP)	0.000	3-7,95-99	13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
159_3_3811744417_atp9	0.211	No mitochondrial presequence	40(MPP)	0.175		6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
160_3_3811744417_atp9	0.002	No mitochondrial presequence	63(MPP), 64(Icp55)	0.095	19-23	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
