<pre>Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
033_3_2338348586_atp9	0.027	No mitochondrial presequence	36(MPP)	0.167		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
034_3_2338348586_atp9	0.006	No mitochondrial presequence	43(MPP)	0.233	50-54	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
035_3_2338348586_atp9	0.016	No mitochondrial presequence	42(MPP)	0.190	72-76,91-95	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
036_3_2338348586_atp9	0.100	No mitochondrial presequence	43(MPP)	0.209	50-54	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
037_3_2338348586_atp9	0.059	No mitochondrial presequence	8(MPP)	0.125	16-20,75-79	4-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
038_3_2338348586_atp9	0.011	No mitochondrial presequence	20(MPP)	0.200	47-51,62-66,89-93	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
039_3_2338348586_atp9	0.221	No mitochondrial presequence	25(MPP), 26(Icp55)	0.160	3-7,22-26,35-39,58-62	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
040_3_2338348586_atp9	0.339	No mitochondrial presequence	41(MPP), 42(Icp55)	0.171	12-16,34-38,60-64,85-89	12-21-high	-	-	-	13-18	-	-	-	-	-	-	-	-	-	-	
041_3_2338348586_atp9	0.062	No mitochondrial presequence	51(MPP)	0.059	81-85	18-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
042_3_2338348586_atp9	0.226	No mitochondrial presequence	30(MPP)	0.167	88-92	11-20-high	-	-	-	-	-	-	-	12-17	-	-	-	-	-	-	
043_3_2338348586_atp9	0.002	No mitochondrial presequence	62(MPP)	0.000		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
044_3_2338348586_atp9	0.137	No mitochondrial presequence	20(MPP)	0.250		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
045_3_2338348586_atp9	0.116	No mitochondrial presequence	31(MPP)	0.065	7-11,72-76	6-15-high	-	-	-	-	7-12	-	-	10-15	-	-	-	-	-	-	
046_3_2338348586_atp9	0.146	No mitochondrial presequence	15(MPP)	0.200	6-10,86-90,90-94	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
047_3_2338348586_atp9	0.468	Possessing mitochondrial presequence	42(MPP)	0.262	49-53	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
048_3_2338348586_atp9	0.172	No mitochondrial presequence	39(MPP)	0.154	25-29,56-60,81-85,94-98	1-10-low	-	-	-	-	25-30	-	-	-	-	-	-	-	-	-	
049_3_2338348586_atp9	0.027	No mitochondrial presequence	31(MPP)	0.065	25-29,60-64,77-81	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
050_3_2338348586_atp9	0.014	No mitochondrial presequence	50(MPP)	0.120	31-35,47-51,71-75	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
051_3_2338348586_atp9	0.163	No mitochondrial presequence	21(MPP)	0.333	12-16,41-45	6-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
052_3_2338348586_atp9	0.092	No mitochondrial presequence	7(MPP)	0.143	42-46	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
053_3_2338348586_atp9	0.003	No mitochondrial presequence	61(MPP)	0.131	37-41,55-59,58-62	15-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
054_3_2338348586_atp9	0.008	No mitochondrial presequence	15(MPP)	0.067	77-81	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
055_3_2338348586_atp9	0.006	No mitochondrial presequence	61(MPP)	0.131	28-32,58-62	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
056_3_2338348586_atp9	0.127	No mitochondrial presequence	57(MPP), 58(Icp55)	0.175		6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
057_3_2338348586_atp9	0.070	No mitochondrial presequence	39(MPP)	0.103	30-34,49-53,76-80	1-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
058_3_2338348586_atp9	0.161	No mitochondrial presequence	87(MPP)	0.126	64-68,81-85,94-98	2-11-low	-	-	-	-	-	20-25	-	-	-	19-24	-	-	-	-	
059_3_2338348586_atp9	0.097	No mitochondrial presequence	33(MPP)	0.273	46-50	1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
060_3_2338348586_atp9	0.161	No mitochondrial presequence	56(MPP)	0.179	1-5,14-18,21-25,63-67	16-25-high	-	-	-	-	21-26	-	-	-	-	-	-	-	-	-	
061_3_2338348586_atp9	0.211	No mitochondrial presequence	42(MPP)	0.214	1-5,49-53	20-29-high	-	-	-	-	1-6	-	-	-	-	-	-	-	-	-	
062_3_2338348586_atp9	0.009	No mitochondrial presequence	47(MPP)	0.213	53-57	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
063_3_2338348586_atp9	0.089	No mitochondrial presequence	63(MPP)	0.143	14-18,28-32,70-74	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
064_3_2338348586_atp9	0.549	Possessing mitochondrial presequence	26(MPP)	0.269	59-63	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
065_3_2338348586_atp9	0.678	Possessing mitochondrial presequence	51(MPP)	0.216	58-62	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
066_3_2338348586_atp9	0.049	No mitochondrial presequence	45(MPP)	0.067	4-8,23-27,70-74,73-77,78-82,88-92	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
067_3_2338348586_atp9	0.245	No mitochondrial presequence	7(MPP)	0.571	71-75,79-83	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
068_3_2338348586_atp9	0.013	No mitochondrial presequence	14(MPP)	0.143		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
069_3_2338348586_atp9	0.303	No mitochondrial presequence	17(MPP)	0.353	43-47,52-56	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
070_3_2338348586_atp9	0.074	No mitochondrial presequence	77(MPP)	0.104	7-11,12-16,75-79,95-99	7-16-high	-	-	-	-	-	-	-	-	10-15	-	-	-	-	-	
071_3_2338348586_atp9	0.016	No mitochondrial presequence	60(MPP)	0.150	67-71	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
072_3_2338348586_atp9	0.013	No mitochondrial presequence	33(MPP), 34(Icp55)	-0.061	30-34,56-60	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
073_3_2338348586_atp9	0.057	No mitochondrial presequence	58(MPP)	0.121	81-85	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
074_3_2338348586_atp9	0.007	No mitochondrial presequence	53(MPP)	0.000		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
075_3_2338348586_atp9	0.007	No mitochondrial presequence	18(MPP)	0.000		18-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
076_3_2338348586_atp9	0.017	No mitochondrial presequence	17(MPP)	0.000	24-28,43-47,92-96	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
077_3_2338348586_atp9	0.156	No mitochondrial presequence	23(MPP)	0.174	5-9,35-39,44-48,65-69	1-10-low	-	-	-	-	-	-	-	-	3-8	-	-	-	-	-	
078_3_2338348586_atp9	0.065	No mitochondrial presequence	17(MPP)	0.000	72-76	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
079_3_2338348586_atp9	0.033	No mitochondrial presequence	33(MPP)	0.121	22-26,64-68,73-77	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
080_3_2338348586_atp9	0.026	No mitochondrial presequence	33(MPP)	0.030	66-70,69-73,76-80	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
081_3_2338348586_atp9	0.038	No mitochondrial presequence	38(MPP)	0.132	4-8,95-99	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
082_3_2338348586_atp9	0.022	No mitochondrial presequence	45(MPP)	0.111	15-19,90-94	18-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
083_3_2338348586_atp9	0.044	No mitochondrial presequence	40(MPP)	0.250	2-6,38-42,47-51	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
084_3_2338348586_atp9	0.010	No mitochondrial presequence	45(MPP)	0.089	2-6,63-67	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
085_3_2338348586_atp9	0.003	No mitochondrial presequence	36(MPP)	0.000	64-68,92-96	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
086_3_2338348586_atp9	0.133	No mitochondrial presequence	33(MPP)	0.182	21-25,64-68,90-94	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
087_3_2338348586_atp9	0.049	No mitochondrial presequence	73(MPP)	0.096	20-24,32-36	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
088_3_2338348586_atp9	0.068	No mitochondrial presequence	22(MPP)	0.091	84-88	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
089_3_2338348586_atp9	0.115	No mitochondrial presequence	40(MPP)	0.075	7-11,20-24,45-49,92-96	3-12-high	-	-	8-13	-	7-12	-	-	-	-	-	-	-	-	-	
090_3_2338348586_atp9	0.045	No mitochondrial presequence	35(MPP)	0.114	16-20,27-31,75-79	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
091_3_2338348586_atp9	0.216	No mitochondrial presequence	12(MPP)	0.083	9-13	6-15-high	-	-	-	-	-	-	-	-	-	-	-	8-13	9-14	-	
092_3_2338348586_atp9	0.029	No mitochondrial presequence	19(MPP)	0.053	1-5	1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
093_3_2338348586_atp9	0.237	No mitochondrial presequence	30(MPP)	0.133	82-86,92-96	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
094_3_2338348586_atp9	0.117	No mitochondrial presequence	66(MPP)	0.136	44-48	8-19-low	-	22-27	-	-	-	-	-	-	-	-	-	-	-	-	
095_3_2338348586_atp9	0.039	No mitochondrial presequence	76(MPP)	0.066	9-13,79-83	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
096_3_2338348586_atp9	0.022	No mitochondrial presequence	20(MPP)	0.050	58-62,80-84	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
097_3_2338348586_atp9	0.026	No mitochondrial presequence	39(MPP)	0.051		19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
098_3_2338348586_atp9	0.046	No mitochondrial presequence	41(MPP), 42(Icp55)	0.146	9-13,61-65,77-81	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
099_3_2338348586_atp9	0.001	No mitochondrial presequence	24(MPP)	0.000		6-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
100_3_2338348586_atp9	0.155	No mitochondrial presequence	45(MPP)	0.200	2-6,52-56	16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
101_3_2338348586_atp9	0.003	No mitochondrial presequence	62(MPP), 63(Icp55)	0.097	15-19,60-64	15-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
102_3_2338348586_atp9	0.036	No mitochondrial presequence	14(MPP)	0.214	76-80	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
103_3_2338348586_atp9	0.023	No mitochondrial presequence	12(MPP)	-0.167	19-23,40-44,92-96	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
104_3_2338348586_atp9	0.073	No mitochondrial presequence	56(MPP)	0.071	7-11,30-34,53-57	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
105_3_2338348586_atp9	0.049	No mitochondrial presequence	25(MPP)	0.080	69-73	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
106_3_2338348586_atp9	0.049	No mitochondrial presequence	65(MPP), 66(Icp55)	0.138	80-84	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
107_3_2338348586_atp9	0.098	No mitochondrial presequence	26(MPP)	0.077	1-5,78-82	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
108_3_2338348586_atp9	0.044	No mitochondrial presequence	40(MPP)	0.250	47-51	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
109_3_2338348586_atp9	0.144	No mitochondrial presequence	15(MPP)	0.067	96-100	8-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
110_3_2338348586_atp9	0.007	No mitochondrial presequence	16(MPP)	0.062	6-10,32-36	2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
111_3_2338348586_atp9	0.070	No mitochondrial presequence	45(MPP)	0.200	42-46,52-56	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
112_3_2338348586_atp9	0.059	No mitochondrial presequence	44(MPP)	0.205	14-18,41-45,51-55	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
113_3_2338348586_atp9	0.068	No mitochondrial presequence	48(MPP)	0.104	56-60,88-92,91-95	3-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
114_3_2338348586_atp9	0.032	No mitochondrial presequence	25(MPP)	0.160	23-27,92-96	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
115_3_2338348586_atp9	0.008	No mitochondrial presequence	30(MPP)	0.000	8-12,16-20,63-67	8-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
116_3_2338348586_atp9	0.146	No mitochondrial presequence	44(MPP)	0.227	17-21,28-32,51-55	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
117_3_2338348586_atp9	0.212	No mitochondrial presequence	11(MPP)	0.182	1-5,18-22,46-50,55-59	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
118_3_2338348586_atp9	0.105	No mitochondrial presequence	57(MPP)	0.158	17-21,28-32,54-58,64-68	16-28-high	-	-	-	-	-	-	-	-	15-20	-	14-19	-	-	-	
119_3_2338348586_atp9	0.140	No mitochondrial presequence	44(MPP)	0.227	5-9,50-54	19-30-high	-	-	-	-	-	8-13	-	-	-	-	-	-	-	-	
120_3_2338348586_atp9	0.011	No mitochondrial presequence	7(MPP), 8(Icp55)	0.000	21-25,24-28,53-57,62-66	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
121_3_2338348586_atp9	0.162	No mitochondrial presequence	15(MPP)	0.133	31-35,76-80	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
122_3_2338348586_atp9	0.074	No mitochondrial presequence	33(MPP)	0.121	34-38,55-59,77-81	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
123_3_2338348586_atp9	0.049	No mitochondrial presequence	30(MPP)	0.233	73-77	16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
124_3_2338348586_atp9	0.270	No mitochondrial presequence	48(MPP)	0.208	1-5,33-37,55-59	21-30-high	-	-	-	-	1-6	-	-	-	-	-	-	-	-	-	
125_3_2338348586_atp9	0.035	No mitochondrial presequence	24(MPP)	0.125	6-10,27-31,36-40,83-87	1-10-low	-	-	-	-	-	-	-	-	-	-	-	5-10	-	-	
126_3_2338348586_atp9	0.067	No mitochondrial presequence	68(MPP)	0.132	75-79	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
127_3_2338348586_atp9	0.082	No mitochondrial presequence	50(MPP)	0.180	32-36,35-39,39-43,57-61	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
128_3_2338348586_atp9	0.018	No mitochondrial presequence	61(MPP)	0.049	65-69	1-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
129_3_2338348586_atp9	0.014	No mitochondrial presequence	11(MPP)	0.273	25-29,31-35,50-54	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
130_3_2338348586_atp9	0.037	No mitochondrial presequence	66(MPP)	0.076	89-93	12-21-low	-	-	-	-	-	-	-	-	-	1-6	-	-	-	-	
131_3_2338348586_atp9	0.049	No mitochondrial presequence	61(MPP)	0.098	88-92	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
132_3_2338348586_atp9	0.185	No mitochondrial presequence	25(MPP)	0.280		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
133_3_2338348586_atp9	0.051	No mitochondrial presequence	64(MPP)	0.109	45-49,96-100	7-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
134_3_2338348586_atp9	0.131	No mitochondrial presequence	61(MPP)	0.082		2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
135_3_2338348586_atp9	0.189	No mitochondrial presequence	48(MPP)	0.167	27-31,45-49,66-70	6-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
136_3_2338348586_atp9	0.016	No mitochondrial presequence	31(MPP)	0.194		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
137_3_2338348586_atp9	0.055	No mitochondrial presequence	30(MPP)	0.233		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
138_3_2338348586_atp9	0.007	No mitochondrial presequence	26(MPP)	-0.077	44-48,63-67,66-70	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
139_3_2338348586_atp9	0.048	No mitochondrial presequence	15(MPP)	0.267	50-54,59-63	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
140_3_2338348586_atp9	0.032	No mitochondrial presequence	47(MPP)	0.085	61-65,84-88,93-97	1-10-high	-	-	-	-	-	-	-	-	-	-	10-15	-	-	-	
141_3_2338348586_atp9	0.132	No mitochondrial presequence	77(MPP)	0.130	22-26,84-88	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
142_3_2338348586_atp9	0.135	No mitochondrial presequence	71(MPP)	0.113	17-21,50-54,95-99	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
143_3_2338348586_atp9	0.006	No mitochondrial presequence	39(MPP)	0.256	46-50	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
144_3_2338348586_atp9	0.043	No mitochondrial presequence	47(MPP)	0.085	44-48,77-81	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
145_3_2338348586_atp9	0.035	No mitochondrial presequence	12(MPP)	0.083	53-57,56-60,62-66,93-97	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
146_3_2338348586_atp9	0.070	No mitochondrial presequence	20(MPP)	0.350	14-18,80-84	1-11-high	-	-	-	-	14-19	-	-	-	-	-	-	-	-	-	
147_3_2338348586_atp9	0.001	No mitochondrial presequence	39(MPP)	0.128	92-96	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
148_3_2338348586_atp9	0.124	No mitochondrial presequence	14(MPP)	0.214	50-54,96-100	4-13-high	-	-	-	-	-	3-8	-	-	-	2-7	-	-	-	-	
149_3_2338348586_atp9	0.307	No mitochondrial presequence	19(MPP), 27(Oct1)	0.211	50-54	20-29-high	-	-	-	-	-	-	-	-	-	-	7-12	-	-	-	
150_3_2338348586_atp9	0.787	Possessing mitochondrial presequence	28(MPP), 29(Icp55)	0.179	32-36,55-59,69-73	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
151_3_2338348586_atp9	0.052	No mitochondrial presequence	20(MPP)	0.100	49-53	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
152_3_2338348586_atp9	0.698	Possessing mitochondrial presequence	44(MPP)	0.250	2-6,51-55	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
153_3_2338348586_atp9	0.024	No mitochondrial presequence	39(MPP)	0.026	88-92	12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
154_3_2338348586_atp9	0.130	No mitochondrial presequence	42(MPP)	0.095	69-73	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
155_3_2338348586_atp9	0.053	No mitochondrial presequence	6(MPP)	0.333	55-59	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
156_3_2338348586_atp9	0.030	No mitochondrial presequence	22(MPP)	-0.091	23-27,57-61	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
157_3_2338348586_atp9	0.067	No mitochondrial presequence	72(MPP)	0.139	79-83	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
158_3_2338348586_atp9	0.082	No mitochondrial presequence	26(MPP)	0.077	10-14	9-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
159_3_2338348586_atp9	0.221	No mitochondrial presequence	50(MPP)	0.180	57-61	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
160_3_2338348586_atp9	0.046	No mitochondrial presequence	12(MPP)	0.250	57-61,87-91	7-16-high	13-18	-	-	-	-	-	-	-	-	-	-	-	-	-	
161_3_2338348586_atp9	0.051	No mitochondrial presequence	43(MPP), 44(Icp55)	0.093	40-44,46-50,88-92	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
162_3_2338348586_atp9	0.018	No mitochondrial presequence	51(MPP)	0.176	58-62	21-30-low	-	-	-	-	-	-	-	-	1-6	-	-	-	-	-	
163_3_2338348586_atp9	0.072	No mitochondrial presequence	81(MPP)	0.136	15-19,92-96	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
164_3_2338348586_atp9	0.012	No mitochondrial presequence	22(MPP)	0.091	20-24,58-62	20-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
165_3_2338348586_atp9	0.037	No mitochondrial presequence	41(MPP)	0.049	32-36,80-84	6-15-low	-	-	9-14	-	-	-	-	-	-	-	-	-	-	-	
166_3_2338348586_atp9	0.154	No mitochondrial presequence	80(MPP)	0.125	17-21,87-91	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
167_3_2338348586_atp9	0.169	No mitochondrial presequence	74(MPP)	0.108	83-87,92-96	8-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
168_3_2338348586_atp9	0.102	No mitochondrial presequence	53(MPP)	0.170	3-7,84-88	2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
169_3_2338348586_atp9	0.067	No mitochondrial presequence	31(MPP)	0.097	12-16,83-87	2-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
170_3_2338348586_atp9	0.133	No mitochondrial presequence	33(MPP)	0.121	9-13,30-34,51-55	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
171_3_2338348586_atp9	0.029	No mitochondrial presequence	45(MPP)	0.244	52-56	1-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
172_3_2338348586_atp9	0.035	No mitochondrial presequence	63(MPP)	0.143	70-74	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
173_3_2338348586_atp9	0.009	No mitochondrial presequence	30(MPP)	0.167	42-46,72-76,86-90	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
174_3_2338348586_atp9	0.178	No mitochondrial presequence	16(MPP)	0.188	60-64	13-22-high	-	-	-	-	-	-	-	-	-	-	5-10	-	-	-	
175_3_2338348586_atp9	0.026	No mitochondrial presequence	8(MPP)	0.375		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
176_3_2338348586_atp9	0.086	No mitochondrial presequence	13(MPP)	0.231	50-54	21-30-low	-	-	-	4-9	-	-	-	-	-	-	-	-	-	-	
177_3_2338348586_atp9	0.098	No mitochondrial presequence	15(MPP)	0.067	1-5,50-54,59-63	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
178_3_2338348586_atp9	0.030	No mitochondrial presequence	21(MPP)	0.048	24-28,43-47	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
179_3_2338348586_atp9	0.522	Possessing mitochondrial presequence	34(MPP)	0.118	72-76	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
180_3_2338348586_atp9	0.009	No mitochondrial presequence	53(MPP)	0.132	56-60	14-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
181_3_2338348586_atp9	0.045	No mitochondrial presequence	47(MPP)	0.191	27-31,31-35,54-58	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
182_3_2338348586_atp9	0.683	Possessing mitochondrial presequence	48(MPP)	0.188	74-78	1-10-low	-	-	-	-	-	-	14-19	-	-	13-18	-	-	-	-	
183_3_2338348586_atp9	0.281	No mitochondrial presequence	30(MPP)	0.200	27-31,73-77	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
184_3_2338348586_atp9	0.013	No mitochondrial presequence	32(MPP)	0.125	16-20,65-69	1-10-low	-	-	-	-	-	-	-	-	14-19	-	-	-	-	-	
185_3_2338348586_atp9	0.001	No mitochondrial presequence	89(MPP)	0.112	96-100	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
186_3_2338348586_atp9	0.164	No mitochondrial presequence	13(MPP)	0.077	44-48,49-53,73-77	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
187_3_2338348586_atp9	0.466	Possessing mitochondrial presequence	12(MPP)	0.333	52-56	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
188_3_2338348586_atp9	0.169	No mitochondrial presequence	14(MPP)	0.143	65-69	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
189_3_2338348586_atp9	0.208	No mitochondrial presequence	69(MPP)	0.145	59-63,66-70,76-80	9-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
190_3_2338348586_atp9	0.409	Possessing mitochondrial presequence	49(MPP)	0.184	41-45,77-81	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
191_3_2338348586_atp9	0.096	No mitochondrial presequence	26(MPP)	0.231		14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
192_3_2338348586_atp9	0.104	No mitochondrial presequence	44(MPP)	0.227	35-39,41-45,51-55	2-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
193_3_2338348586_atp9	0.073	No mitochondrial presequence	42(MPP)	0.238	39-43,49-53	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
194_3_2338348586_atp9	0.039	No mitochondrial presequence	17(MPP)	0.118	40-44,49-53,84-88	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
195_3_2338348586_atp9	0.402	Possessing mitochondrial presequence	25(MPP)	0.280	5-9,8-12,14-18,80-84	1-10-high	-	-	-	-	5-10	-	-	-	12-17	-	11-16	-	-	-	
196_3_2338348586_atp9	0.011	No mitochondrial presequence	43(MPP)	0.140		14-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
197_3_2338348586_atp9	0.160	No mitochondrial presequence	28(MPP)	0.107	69-73,94-98	12-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
198_3_2338348586_atp9	0.074	No mitochondrial presequence	27(MPP)	0.148	21-25,59-63	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
